,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1099,1100,10,0,82,11,0,100,0,0,0,0,60,600,0,0,100,70,500,90,590,0,0,70,40,0,20,100,0,100,0,0,0,100,70,0,0,56,127,0,200,0,0,160,0,0,160,0,0,200,0,300,100,100,70,0,100,0,760,0,200,47,0,0,0,0,0,0,0,0,0,0,70,300,200,100,157000
1100,1101,80,0,60,8,0,0,100,0,0,0,230,0,0,0,100,20,500,26,80,0,0,20,50,100,0,100,0,100,100,200,0,300,29,0,0,0,29,0,200,100,100,43,0,0,43,0,0,100,0,100,100,300,30,0,0,100,190,100,100,24,0,0,100,0,0,0,0,0,0,0,80,300,0,0,60000
1101,1102,10,0,61,9,0,100,0,0,0,0,110,0,0,0,100,50,500,63,480,0,0,30,10,100,0,100,0,100,100,0,0,400,41,400,28,25,95,0,200,0,0,95,0,0,95,0,0,100,0,300,100,100,50,0,0,100,360,100,100,28,0,0,0,0,0,0,0,0,0,0,90,100,0,0,119500
1102,1103,10,0,70,7,0,0,0,0,0,0,110,0,0,0,100,50,700,14,20,0,0,20,50,0,4,100,0,100,100,0,0,300,58,0,0,42,101,0,0,0,0,113,0,0,113,0,0,100,0,200,100,100,60,0,0,0,140,0,100,25,0,0,0,0,16,0,0,0,0,0,70,100,0,500,135000
1103,1104,10,0,79,8,0,0,0,0,200,0,110,0,0,0,100,60,600,28,190,100,0,40,70,100,0,100,0,100,100,0,200,100,65,0,0,0,65,0,0,0,0,119,0,0,119,0,100,100,0,300,100,100,60,0,100,200,290,200,200,53,0,0,0,0,0,192,0,0,0,0,90,200,0,0,159500
1104,1105,110,100,24,2,0,0,0,0,0,0,220,0,0,300,0,50,500,16,30,0,0,30,30,0,30,100,0,100,100,0,0,200,0,0,0,63,63,0,200,0,0,63,67,0,130,0,0,200,100,300,100,100,60,0,0,100,160,100,200,44,0,0,0,0,0,0,0,0,0,0,70,100,0,0,106000
1105,1106,0,0,98,12,0,100,0,0,200,0,30,0,0,0,0,80,500,29,50,0,0,30,30,0,36,0,0,0,200,0,300,0,103,0,0,43,146,0,0,0,0,150,112,0,262,100,0,200,100,300,100,0,90,0,200,0,740,0,200,71,0,0,0,186,32,0,0,0,0,0,70,400,0,0,325000
1106,1107,10,0,114,10,0,100,0,0,200,0,120,100,0,0,100,70,500,59,470,100,0,30,30,100,0,0,0,0,0,0,200,0,73,0,0,17,91,0,100,0,0,144,0,0,144,100,0,200,0,300,100,0,60,0,100,0,400,200,200,71,0,0,0,0,244,0,0,0,0,0,10,100,0,0,179900
1107,1108,0,0,168,23,0,300,300,0,300,0,170,0,0,0,0,70,500,13,100,0,0,0,0,100,0,0,0,0,200,100,0,200,0,0,0,86,86,0,0,0,0,88,113,0,202,0,0,200,100,300,100,0,90,0,100,200,130,0,200,42,0,0,0,0,100,0,0,0,0,0,20,200,100,200,274725
1108,1109,0,0,62,8,0,0,0,0,0,0,170,0,0,0,0,60,500,4,40,0,0,0,0,100,0,100,0,0,0,0,0,200,0,0,0,92,92,0,0,0,0,94,74,0,169,0,0,200,100,300,100,100,70,0,100,0,40,0,200,46,0,0,0,100,48,0,0,0,0,0,60,100,0,100,181000
1109,1110,10,0,107,11,0,100,0,0,0,0,100,0,0,0,100,80,500,6,60,0,0,10,10,200,4,0,0,0,200,0,200,0,103,0,0,79,183,0,0,0,0,183,0,0,183,100,0,200,0,300,100,0,70,0,100,0,60,200,300,86,0,0,0,125,185,0,0,0,0,0,100,300,0,0,280000
1110,1111,0,0,61,8,0,0,0,0,0,0,170,0,0,0,0,60,500,49,290,0,0,30,30,100,0,100,0,0,0,0,0,0,21,0,0,55,77,0,100,0,0,77,88,0,165,100,0,200,100,300,100,100,80,0,100,0,280,200,200,43,0,0,0,224,84,0,0,0,0,0,110,0,0,0,188000
1111,1112,0,0,80,10,0,0,0,0,0,0,60,0,0,0,0,70,600,1,10,100,0,70,40,0,66,100,0,100,100,0,0,100,40,0,0,40,80,0,200,0,0,109,86,0,196,0,0,200,100,400,100,100,80,0,100,0,10,0,200,48,0,0,0,0,69,0,0,0,0,0,20,0,0,0,205000
1112,1113,10,0,73,7,0,100,0,0,200,0,110,0,0,0,100,50,700,24,570,0,0,50,20,100,0,100,0,100,100,0,0,0,70,0,0,10,81,0,200,0,200,81,0,0,81,100,0,100,0,200,100,100,50,0,0,100,240,100,100,30,0,0,0,0,0,0,0,0,0,0,90,200,0,0,129900
1113,1114,10,0,66,8,0,0,0,0,0,0,110,0,0,0,100,50,700,31,100,0,0,20,50,100,0,100,0,100,100,0,0,400,64,0,0,36,100,0,100,0,0,100,0,0,100,100,0,100,0,200,100,0,60,0,0,0,300,100,100,24,0,0,0,0,18,0,0,0,0,0,10,100,0,0,134500
1114,1115,10,0,90,5,0,0,0,0,0,0,70,0,0,0,100,50,700,30,40,0,0,10,10,100,0,100,100,100,100,0,0,300,41,0,0,41,83,0,0,0,0,83,0,0,83,0,0,100,0,200,100,0,40,0,0,100,620,100,100,32,0,0,0,0,0,0,0,0,0,0,50,200,0,0,117000
1115,1116,10,0,93,12,0,0,0,0,0,0,100,0,0,0,100,80,500,22,120,100,0,0,0,200,32,0,0,0,200,0,0,0,100,0,0,73,173,0,0,0,0,173,0,0,173,100,0,200,0,300,100,200,70,0,100,0,220,0,300,92,0,0,0,0,0,0,0,0,0,0,60,100,100,200,318000
1116,1117,100,0,57,7,0,0,0,0,0,0,170,0,0,0,500,80,500,20,20,100,0,0,0,100,0,0,0,0,0,0,0,0,35,0,0,5,40,0,0,0,0,77,64,0,141,100,0,200,100,300,100,0,70,0,100,200,200,200,200,52,0,0,0,120,0,0,0,0,0,0,100,300,0,0,184100
1117,1118,10,0,57,9,0,100,0,0,100,0,90,100,0,0,100,50,700,17,0,0,0,0,0,100,0,100,0,100,100,0,0,400,70,0,0,19,89,0,0,0,0,89,0,0,89,100,0,100,0,300,100,0,50,0,0,0,170,0,200,45,0,0,0,0,0,0,0,0,0,0,10,0,0,0,130000
1118,1119,100,0,85,13,0,0,0,0,0,0,90,0,0,0,500,50,600,18,260,0,0,10,10,100,0,100,100,100,100,0,0,200,0,0,0,53,53,0,200,0,0,102,58,0,160,0,100,100,0,300,100,100,60,300,0,200,180,0,100,30,0,0,0,280,34,0,0,0,0,0,30,0,0,0,140000
1119,1120,10,0,70,7,0,0,0,0,0,0,110,0,0,0,100,50,500,28,190,0,0,40,50,100,0,100,0,100,100,0,0,500,36,0,0,67,104,0,200,0,200,104,0,0,104,0,0,100,0,300,100,100,60,0,0,0,270,0,100,28,0,0,0,140,0,252,0,0,0,0,90,200,0,0,133700
1120,1121,80,100,59,8,0,0,100,0,0,100,130,0,0,0,100,60,500,26,80,0,0,40,70,100,0,100,0,200,100,0,0,200,0,0,0,101,101,0,200,0,200,101,0,0,101,0,0,100,0,200,100,100,60,0,100,100,250,100,100,30,0,0,0,0,22,112,0,0,0,0,10,100,0,0,118400
1121,1122,10,0,84,10,0,0,0,0,0,0,0,0,0,0,100,70,500,11,100,0,0,0,0,0,19,0,0,0,0,0,300,0,2,0,0,152,155,0,0,0,0,155,0,0,155,0,0,200,0,300,100,0,70,0,0,0,110,0,300,78,0,0,0,144,20,0,0,0,0,0,90,200,100,200,212900
1122,1123,10,0,55,8,0,100,0,0,200,0,150,0,0,0,100,40,300,46,330,0,0,80,90,100,0,100,0,100,100,0,0,200,0,0,0,67,67,0,0,0,200,96,0,0,96,0,0,100,0,300,100,100,50,0,0,400,450,100,100,28,0,0,0,64,0,0,0,160,0,0,40,300,200,100,112000
1123,1124,10,0,50,9,0,0,0,0,0,0,150,0,0,0,100,50,900,81,170,100,0,0,0,100,0,100,400,100,100,0,0,200,0,0,0,69,69,0,0,0,0,69,0,0,69,0,100,100,0,200,100,100,40,0,0,0,110,100,0,0,0,0,0,0,200,0,0,0,0,0,110,300,0,0,118000
1124,1125,100,0,78,9,0,100,0,0,0,0,170,0,0,0,500,70,500,86,360,0,0,30,30,0,17,100,0,0,0,0,0,200,0,0,0,38,38,0,100,0,0,81,67,0,148,0,0,200,100,300,100,0,70,0,100,0,780,200,200,39,0,0,0,100,25,0,0,0,0,0,90,100,0,0,163900
1125,1126,10,0,60,10,0,0,0,0,0,0,110,0,0,0,100,40,500,32,210,0,0,70,40,100,0,100,0,100,100,0,0,200,0,0,0,100,100,0,200,0,0,100,0,0,100,0,0,100,0,200,100,300,50,0,100,100,320,100,200,67,100,100,0,0,0,0,0,0,0,0,60,300,0,0,115000
1126,1127,70,0,53,3,0,0,0,0,0,0,210,0,0,300,100,70,500,22,120,100,0,0,0,0,13,0,0,0,0,0,0,200,0,0,0,137,137,0,0,0,0,155,0,0,155,0,0,200,0,200,100,0,70,0,100,0,220,200,300,66,0,0,0,143,20,0,0,0,0,0,110,300,0,0,174000
1127,1128,10,0,182,14,0,300,0,0,200,0,170,0,0,0,100,70,500,6,160,100,0,0,0,100,0,0,0,0,0,0,300,0,130,0,0,23,153,0,0,0,0,153,0,0,153,100,0,200,0,300,100,0,70,0,100,0,60,200,300,63,0,0,0,144,36,0,0,0,0,0,60,100,0,500,259000
1128,1129,0,0,59,11,0,100,0,0,0,0,170,0,0,0,0,70,500,6,60,0,0,0,0,100,0,0,0,0,0,0,300,200,0,0,0,84,84,0,0,0,0,84,111,0,195,0,0,200,100,400,100,0,80,0,100,200,60,200,200,43,0,0,0,100,48,0,0,0,0,0,90,100,0,0,215000
1129,1130,60,100,60,7,0,0,0,0,0,0,70,0,0,200,400,50,500,84,230,0,0,10,10,0,18,100,0,100,0,0,100,0,93,0,0,0,93,0,200,0,0,93,0,0,93,100,0,100,0,200,100,100,40,0,0,100,690,100,200,67,0,0,0,49,0,0,0,0,0,0,50,100,0,0,140000
1130,1131,30,0,65,7,0,0,0,0,0,0,230,0,0,0,200,40,300,89,80,0,0,50,40,100,0,100,0,200,100,0,0,400,62,0,0,50,112,0,200,0,0,132,65,0,198,100,0,200,0,400,100,0,70,300,200,100,360,100,200,57,0,0,0,431,44,0,0,0,0,0,30,300,0,0,135000
1131,1132,10,0,63,10,0,0,0,0,0,0,40,0,0,0,100,50,500,50,360,0,0,30,30,100,0,100,0,0,0,0,200,400,21,0,0,76,97,0,200,0,0,97,0,0,97,0,0,100,0,300,100,100,50,0,0,0,110,100,0,0,0,0,0,0,28,0,0,0,0,0,20,100,800,100,93500
1132,1133,20,100,90,9,0,0,0,0,0,0,70,0,0,0,0,60,400,88,80,0,0,20,50,100,0,100,0,200,100,0,200,200,0,0,0,100,100,100,200,0,0,117,103,0,221,0,0,200,0,500,100,300,80,0,0,100,190,100,100,20,100,0,100,0,48,0,0,0,0,0,10,100,0,0,117500
1133,1134,0,0,80,9,0,100,0,0,0,0,120,0,0,0,0,80,500,49,50,0,0,0,0,100,0,0,0,0,0,0,0,0,58,0,0,54,112,0,0,0,0,114,87,0,202,0,0,200,100,300,100,0,80,0,100,0,280,0,200,46,0,0,0,0,155,0,0,0,0,0,110,300,0,0,239500
1134,1135,0,0,57,8,0,100,300,0,0,0,170,0,0,0,0,60,500,35,180,0,0,0,0,100,0,100,0,0,0,0,300,200,0,0,0,91,91,0,100,0,0,91,68,0,160,0,0,200,100,300,100,100,70,0,100,0,330,200,200,46,0,0,0,100,38,0,0,0,0,0,50,100,0,0,169000
1135,1136,80,100,60,6,0,0,0,0,200,0,80,0,0,0,100,60,500,69,80,0,0,20,50,100,0,100,0,200,100,0,0,200,0,0,0,96,96,0,200,100,0,98,0,0,98,0,0,100,0,200,100,100,50,0,100,100,610,100,100,18,0,0,0,0,128,0,0,0,0,0,10,100,0,0,102000
1136,1137,30,0,80,9,0,0,0,0,0,0,110,0,0,0,200,60,500,52,80,0,0,0,0,100,0,100,0,100,100,0,0,400,28,0,0,75,103,0,200,0,200,103,22,0,125,0,0,100,0,300,100,100,60,0,0,0,490,100,100,28,0,0,0,0,0,96,0,0,0,0,70,0,0,100,119000
1137,1138,30,0,54,6,0,0,0,0,0,0,90,100,0,0,200,50,800,107,290,0,0,0,0,100,0,100,100,100,100,0,0,200,0,0,0,78,78,0,100,100,0,78,24,0,102,0,0,100,0,200,100,100,60,0,0,0,110,100,0,0,0,0,100,0,0,176,0,0,0,0,10,400,0,0,94000
1138,1139,10,0,61,9,0,100,0,0,0,100,40,0,0,0,100,60,500,54,440,0,0,70,110,100,0,100,0,0,100,0,100,100,156,0,0,0,156,0,200,0,0,156,0,0,156,100,0,200,0,200,100,0,50,0,200,0,320,0,200,71,0,0,0,264,32,0,0,0,0,0,10,300,0,0,196000
1139,1140,80,0,98,8,0,100,0,0,0,0,80,0,0,0,100,50,500,26,80,0,0,90,80,100,0,100,200,200,100,0,0,400,64,0,0,27,91,0,200,0,0,116,0,0,116,0,0,100,0,300,100,100,60,200,100,100,670,100,200,49,0,0,0,0,0,216,0,126,0,0,10,100,0,0,144000
1140,1141,10,0,60,7,0,0,0,0,200,0,110,0,0,0,100,50,700,23,580,0,0,30,30,100,0,100,0,100,100,0,200,100,85,0,0,10,95,0,200,0,0,95,0,0,95,100,0,100,0,200,100,100,40,0,0,100,640,100,200,84,0,0,0,0,0,0,0,0,0,0,110,0,200,100,139000
1141,1142,0,0,72,10,0,100,0,0,300,0,60,200,0,0,0,50,700,1,10,0,0,70,40,0,4,100,100,100,100,0,0,100,38,0,0,39,78,0,0,0,0,108,78,0,186,100,0,200,100,400,100,0,90,0,100,0,10,100,200,48,0,0,0,448,96,0,0,0,0,0,40,300,0,0,197500
1142,1143,0,0,77,9,0,0,0,0,0,0,0,0,0,0,0,80,500,13,120,100,0,0,0,200,34,0,0,0,200,0,100,0,115,0,0,31,146,0,0,0,0,146,136,0,282,100,0,300,0,400,100,0,110,0,100,200,130,0,300,105,0,0,0,125,144,0,0,0,0,0,70,100,100,200,424870
1143,1144,10,0,49,9,0,0,0,0,0,0,90,0,0,0,100,50,300,28,190,0,0,20,40,100,0,100,0,100,100,0,0,0,28,0,0,71,100,0,200,0,0,100,0,0,100,0,0,100,0,300,100,100,50,0,0,0,110,100,0,0,0,0,0,0,24,0,0,0,0,0,90,0,0,0,80000
1144,1145,40,0,60,12,0,0,0,0,0,0,150,0,0,100,200,40,400,71,80,0,0,10,10,100,0,100,200,200,0,0,0,400,34,0,0,32,67,200,300,100,200,67,25,0,92,100,0,100,0,200,100,300,50,0,0,100,800,100,100,28,0,0,0,0,0,0,0,0,0,0,90,400,0,0,80000
1145,1146,30,100,52,6,0,0,0,0,0,0,80,0,0,0,200,50,600,89,80,0,0,10,10,100,0,100,0,200,100,0,0,200,0,0,0,104,104,0,0,0,0,104,53,0,157,0,0,100,0,300,100,100,80,0,100,100,880,100,100,22,0,0,0,0,0,0,0,0,0,0,50,200,0,500,149000
1146,1147,10,0,88,11,0,0,0,0,0,0,120,0,0,0,100,60,500,55,420,0,0,20,20,0,8,0,0,100,0,0,0,0,125,0,0,4,129,0,200,0,0,129,0,0,129,100,0,200,0,300,100,0,50,0,100,0,340,100,200,40,0,0,0,165,26,0,0,0,0,0,10,200,0,0,180000
1147,1148,20,0,75,12,0,0,100,0,0,0,20,0,0,0,0,70,700,71,80,0,0,10,10,100,0,100,0,100,100,0,0,300,27,0,0,42,70,0,0,0,0,86,70,0,156,0,0,100,100,300,100,300,70,0,100,0,800,100,100,23,0,0,0,0,0,0,0,0,0,0,90,300,0,0,174500
1148,1149,30,100,61,5,0,0,0,0,0,0,70,0,0,0,200,70,700,69,80,0,0,20,50,100,0,100,0,0,100,0,0,200,0,0,0,57,57,0,200,0,0,57,53,0,111,0,0,100,0,200,100,100,50,0,100,100,770,100,100,28,0,0,0,0,0,176,0,0,0,0,50,0,0,0,116900
1149,1150,20,100,50,9,0,0,0,0,0,0,70,300,0,0,0,70,900,26,550,100,0,0,0,100,0,100,100,0,100,0,0,100,62,0,0,2,65,0,0,0,0,83,65,0,148,0,100,100,0,300,100,100,70,0,0,100,190,100,200,32,0,0,0,0,0,0,0,0,0,0,90,300,0,0,143000
1150,1151,10,0,57,8,0,100,0,0,0,0,110,0,0,0,100,60,500,52,80,0,0,40,70,100,0,100,0,100,100,0,0,200,0,0,0,93,93,0,0,0,200,93,0,0,93,0,0,100,0,200,100,0,40,0,100,0,490,100,100,30,0,0,0,0,0,214,0,0,0,0,60,100,0,0,124000
1151,1152,10,0,134,17,0,0,0,0,0,0,150,0,0,0,100,50,400,28,190,0,0,30,40,0,13,100,0,100,100,0,0,400,17,0,0,129,146,0,200,0,0,146,0,0,146,0,0,100,100,300,100,300,60,0,200,0,270,200,200,52,0,0,0,0,140,0,0,100,0,0,60,200,0,0,149900
1152,1153,10,0,90,14,0,100,0,0,0,0,20,0,0,0,100,60,700,46,160,0,0,120,130,100,0,100,0,0,100,0,0,100,29,500,54,23,107,0,0,0,0,181,0,0,181,0,0,100,0,200,100,200,60,0,100,0,450,200,200,47,0,0,0,0,0,280,0,0,0,0,90,200,0,100,230000
1153,1154,80,100,58,5,0,0,0,0,200,0,130,0,0,0,100,60,800,19,120,0,0,20,50,100,0,0,100,200,100,0,300,100,53,0,0,27,81,0,0,0,0,81,0,0,81,0,0,100,0,200,100,100,50,0,0,100,200,100,100,43,0,0,0,0,0,96,0,0,0,0,110,0,0,0,120500
1154,1155,0,0,64,13,0,100,0,0,0,0,110,0,0,0,0,70,600,10,550,0,0,0,0,200,28,100,0,100,100,0,100,100,45,0,0,41,86,0,200,0,0,90,91,0,182,0,0,100,200,400,100,0,80,0,200,0,100,100,200,49,0,0,0,60,84,0,0,273,0,0,10,0,0,0,201800
1155,1156,10,0,90,10,0,100,0,0,200,0,10,0,0,0,100,50,800,1,160,0,0,70,40,100,0,0,100,100,0,0,100,100,115,0,0,28,143,0,200,0,0,143,0,0,143,100,0,200,0,300,100,0,60,0,100,0,10,0,200,52,0,0,0,0,21,0,0,180,0,0,90,100,0,0,218000
1156,1157,100,0,85,9,0,0,0,0,0,0,110,0,0,0,500,50,800,10,410,0,0,40,70,100,0,100,100,0,100,0,100,100,63,0,0,58,121,0,100,0,0,126,0,0,126,0,100,200,0,300,100,0,60,0,100,0,100,0,200,50,0,0,0,0,92,0,96,0,0,0,40,0,0,0,179900
1157,1158,70,0,34,5,0,100,0,0,0,0,100,0,0,400,100,70,500,22,170,0,0,0,0,200,16,0,0,0,0,0,0,0,90,0,0,41,131,0,0,0,0,131,0,0,131,100,0,200,0,200,100,0,60,0,100,0,230,0,200,62,0,0,0,172,62,0,0,0,0,0,90,300,0,0,230000
1158,1159,10,0,92,11,0,0,0,0,100,0,50,100,0,0,100,80,500,22,170,0,0,0,0,200,18,0,0,0,0,0,0,200,0,0,0,158,158,0,0,0,0,158,0,0,158,0,0,200,0,300,100,0,70,0,0,0,230,0,300,83,0,0,0,0,24,0,0,0,0,0,110,0,300,200,235128
1159,1160,0,0,76,9,0,0,0,0,0,0,60,0,0,0,0,60,600,99,600,100,0,30,30,0,27,0,0,100,100,0,0,100,44,0,0,45,90,0,200,0,0,94,93,0,187,0,0,200,100,400,100,0,80,0,100,0,470,0,200,54,200,0,0,0,69,0,0,0,0,0,90,0,0,0,185000
1160,1161,110,0,24,2,0,0,0,0,0,0,200,0,0,400,0,60,500,90,590,0,0,70,100,100,0,100,0,100,0,0,0,100,31,0,0,54,85,0,300,0,0,85,60,0,145,0,0,200,100,300,100,100,70,0,100,0,760,100,200,44,0,0,0,26,0,0,0,0,0,0,90,400,0,0,146000
1161,1162,10,0,76,14,0,100,200,0,300,0,20,200,0,0,100,60,700,30,100,100,0,30,30,0,7,0,0,100,100,0,0,400,72,0,0,56,129,0,0,0,0,164,0,0,164,100,0,100,0,300,100,0,70,0,100,100,50,100,200,92,0,0,0,108,0,0,216,0,0,0,60,0,0,0,224000
1162,1163,10,0,109,8,0,0,0,0,0,0,90,0,0,0,100,50,500,21,340,0,0,0,0,100,0,100,0,100,0,0,0,400,49,0,0,40,89,0,100,0,0,89,0,0,89,0,0,100,0,300,100,100,50,0,100,0,210,200,200,45,0,0,0,0,0,0,0,0,0,0,10,100,0,0,129000
1163,1164,60,0,60,12,0,0,0,0,0,0,90,100,0,200,400,40,400,60,450,0,0,70,40,100,0,100,0,100,0,0,300,0,119,0,0,0,119,0,200,0,0,125,0,0,125,200,0,0,200,0,200,100,60,0,0,300,550,100,200,40,100,0,0,120,0,0,0,0,0,0,80,0,0,400,108959
1164,1165,100,0,66,16,0,100,0,0,100,0,10,100,0,0,500,50,700,90,590,0,0,70,40,100,0,100,0,0,0,0,100,100,68,300,39,28,136,0,0,0,0,143,0,0,143,100,0,100,100,200,100,0,50,0,100,0,760,100,200,58,0,0,0,168,180,0,0,0,0,0,110,100,0,0,194000
1165,1166,10,0,79,9,0,100,0,0,0,0,100,0,0,0,100,70,500,51,370,0,0,0,0,200,26,0,0,0,0,0,0,200,0,0,0,150,150,0,0,0,0,150,0,0,150,0,0,200,0,300,100,0,70,0,0,0,480,0,200,64,0,0,0,0,114,0,0,0,0,0,20,300,100,200,233170
1166,1167,10,0,64,10,0,100,0,0,200,0,0,0,0,0,100,80,500,74,170,0,0,0,0,200,7,0,0,0,0,0,300,200,0,0,0,169,169,0,0,0,0,169,0,0,169,0,0,200,0,300,100,0,70,0,0,0,230,0,300,77,0,0,0,160,33,0,0,0,0,0,0,400,0,0,245350
1167,1168,0,0,58,10,0,100,0,0,0,0,170,600,0,0,0,60,500,4,40,0,0,0,0,100,0,100,0,0,0,0,0,0,78,0,0,17,95,0,0,0,0,95,71,0,167,100,0,200,100,300,100,100,70,0,100,0,40,200,200,47,0,0,0,0,38,0,0,0,0,0,0,200,0,0,173000
1168,1169,20,0,120,13,0,0,0,0,200,0,150,0,0,0,0,60,700,61,530,100,0,90,80,100,0,100,0,100,100,0,0,300,62,0,0,50,112,0,0,0,0,123,87,0,210,0,0,200,0,400,100,0,70,0,200,400,390,100,200,54,0,0,0,0,0,0,0,90,0,0,90,0,0,0,235000
1169,1170,0,0,118,35,0,100,0,0,300,0,30,0,0,0,0,100,500,49,290,100,0,30,30,0,137,0,100,0,200,0,100,0,138,0,0,54,193,0,0,0,0,183,179,0,362,100,0,300,100,400,100,0,100,0,100,0,280,200,300,80,0,0,0,361,76,0,0,0,0,0,90,200,0,0,625000
1170,1171,100,0,76,9,0,0,0,0,0,0,40,0,0,0,500,60,600,54,440,0,0,70,40,100,0,100,0,100,100,0,300,100,52,0,0,57,109,0,200,0,0,111,0,0,111,100,0,100,0,300,100,100,60,0,100,0,320,200,100,35,0,0,0,203,0,0,0,0,576,0,90,0,0,0,171000
1171,1172,10,0,76,9,0,0,0,0,0,0,110,0,0,0,100,60,600,18,460,100,0,10,10,100,0,100,0,100,100,0,0,100,66,0,0,59,126,0,0,0,0,126,0,0,126,100,0,100,0,300,100,100,60,0,100,0,180,0,200,43,0,0,0,0,0,0,0,288,0,14,60,0,0,0,163000
1172,1173,110,300,35,4,0,100,0,0,0,0,50,0,0,300,0,70,500,13,120,0,0,10,10,100,0,0,0,0,0,0,0,200,0,0,0,62,62,0,0,0,0,62,62,0,125,0,0,200,100,200,100,0,50,0,0,100,130,200,200,62,0,0,0,0,54,0,0,0,0,0,100,0,0,0,171900
1173,1174,30,0,138,18,0,100,100,0,0,0,190,0,0,0,200,50,600,94,540,0,0,10,10,100,0,100,0,100,100,0,0,300,15,100,46,97,159,0,200,0,0,163,97,479,308,0,0,300,0,300,100,200,120,200,100,0,110,100,0,0,0,0,0,122,0,0,0,0,0,0,100,100,0,0,200500
1174,1175,20,0,80,16,0,100,0,0,0,0,20,0,0,0,0,60,800,78,80,0,0,20,50,100,0,100,0,200,0,0,0,300,50,0,0,44,95,0,200,0,0,117,117,0,234,0,0,200,100,400,100,100,90,0,100,100,660,100,200,36,0,0,0,0,0,0,0,0,0,0,90,200,0,0,239000
1175,1176,30,0,85,10,0,0,0,0,0,0,30,0,0,0,200,80,500,86,40,100,0,30,30,0,33,0,0,0,0,0,0,0,70,0,0,98,168,0,0,0,0,212,74,0,287,0,0,200,100,400,100,0,90,0,100,0,780,200,200,54,0,0,0,0,33,0,0,0,0,0,70,100,0,0,285000
1176,1177,10,0,37,6,0,100,0,0,300,0,40,0,0,0,100,50,500,68,420,0,0,30,40,100,0,100,0,100,100,0,0,100,65,0,0,21,87,0,200,0,0,92,0,0,92,100,0,100,0,300,100,100,50,0,0,0,600,100,100,26,0,0,0,362,0,0,0,0,0,0,40,0,0,0,119500
1177,1178,30,100,68,3,0,0,100,0,0,0,70,300,0,0,200,60,800,69,160,0,0,10,10,100,0,100,0,100,100,0,0,300,46,0,0,35,81,0,200,0,0,81,40,0,122,0,0,100,0,300,100,100,50,0,0,100,610,100,100,21,0,0,100,0,0,116,0,0,0,0,30,300,0,0,115000
1178,1179,30,0,54,7,0,100,0,0,100,0,20,0,0,0,200,50,600,42,80,0,0,20,50,100,0,100,0,200,100,0,0,200,0,0,0,73,73,0,0,0,0,82,52,0,134,0,0,100,100,300,100,100,70,0,100,100,510,100,100,18,100,0,0,192,0,102,0,0,0,0,90,300,0,0,154900
1179,1180,10,0,77,8,0,0,0,0,200,0,150,0,0,0,100,50,500,30,560,0,0,20,50,100,0,100,0,400,100,0,0,200,0,0,0,0,0,0,100,0,0,112,0,0,112,0,0,100,0,300,100,100,50,300,100,0,110,100,0,0,0,0,100,0,36,190,0,0,0,0,70,200,0,0,93000
1180,1181,0,0,84,11,0,200,0,0,200,0,160,0,0,0,0,70,500,59,470,0,0,10,10,100,0,100,0,300,0,0,0,500,121,0,0,0,121,0,0,0,0,129,121,0,251,0,0,200,100,400,100,100,80,0,0,0,400,200,200,69,0,0,0,0,0,0,0,0,0,0,70,200,0,0,250000
1181,1182,70,100,64,5,0,100,300,0,0,100,20,0,0,300,100,80,500,74,170,100,0,60,60,200,18,200,0,0,200,0,100,0,148,0,0,12,160,0,0,0,0,165,0,0,165,100,100,200,0,200,100,0,50,0,100,0,230,200,200,48,0,0,0,162,53,0,153,0,0,0,60,0,100,200,392500
1182,1183,0,0,160,15,0,100,0,0,200,0,30,0,0,0,0,100,500,92,290,100,0,20,110,100,0,0,0,0,200,0,300,0,209,0,0,30,239,0,0,0,0,241,206,0,447,100,0,300,100,400,100,200,100,0,200,0,710,200,300,81,0,0,0,171,78,0,0,0,555,0,90,100,0,100,745000
1183,1184,80,0,60,10,0,0,0,0,0,0,70,0,0,0,100,50,600,26,80,100,0,90,80,100,0,100,0,200,100,0,0,300,82,0,0,29,112,0,0,0,0,113,0,0,113,100,0,100,0,200,100,100,50,0,100,100,160,100,200,72,0,0,0,229,0,0,0,0,0,0,110,200,0,0,120000
